Date,Channel,Source,Campaign,Ad Set,Spend,Impressions,Clicks,Conversions,Video Views
2022-02-25,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-04,43536.93,109,11,1,0
2022-02-25,Paid_Search,Bing_Ads,Profound intangible policy,04-04,17478.03,42,5,0,0
2022-02-25,Paid_Search,Bing_Ads,Centralized modular throughput,05-04,7192.85,18,2,0,0
2022-02-25,Paid_Search,Bing_Ads,Automated uniform software,06-04,67997.13,159,17,2,0
2022-02-25,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-04,35617.56,89,9,1,0
2022-02-25,Paid_Search,Bing_Ads,Networked value-added time-frame,08-04,32222.51,77,8,1,0
2022-03-04,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,21329.0,54,6,1,0
2022-03-04,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,59462.13,152,16,2,0
2022-03-04,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,104205.53,261,27,3,0
2022-03-04,Paid_Search,Bing_Ads,Profound intangible policy,04-01,40909.34,101,10,1,0
2022-03-04,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,17073.95,41,4,0,0
2022-03-04,Paid_Search,Bing_Ads,Automated uniform software,06-01,156459.71,390,41,4,0
2022-03-04,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,83169.26,207,22,2,0
2022-03-04,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,76129.51,185,19,2,0
2022-03-11,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,27719.41,67,7,1,0
2022-03-11,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,76320.62,186,20,2,0
2022-03-11,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,131174.65,321,34,4,0
2022-03-11,Paid_Search,Bing_Ads,Profound intangible policy,04-01,53117.65,135,14,1,0
2022-03-11,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,22189.2,56,6,1,0
2022-03-11,Paid_Search,Bing_Ads,Automated uniform software,06-01,209636.0,504,53,5,0
2022-03-11,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,107888.83,268,28,3,0
2022-03-11,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,98397.41,235,24,2,0
2022-03-18,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,21728.3,56,6,1,0
2022-03-18,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,57339.78,144,15,2,0
2022-03-18,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,103250.72,257,27,3,0
2022-03-18,Paid_Search,Bing_Ads,Profound intangible policy,04-01,39568.27,96,10,1,0
2022-03-18,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,16924.79,42,4,0,0
2022-03-18,Paid_Search,Bing_Ads,Automated uniform software,06-01,156870.91,393,42,4,0
2022-03-18,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,81719.51,199,21,2,0
2022-03-18,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,76814.65,188,20,2,0
2022-03-25,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,15015.94,36,4,0,0
2022-03-25,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,41069.09,104,11,1,0
2022-03-25,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,71985.85,176,19,2,0
2022-03-25,Paid_Search,Bing_Ads,Profound intangible policy,04-01,28554.6,70,7,1,0
2022-03-25,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,11560.1,28,3,0,0
2022-03-25,Paid_Search,Bing_Ads,Automated uniform software,06-01,109962.16,275,28,3,0
2022-03-25,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,59048.76,148,15,1,0
2022-03-25,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,53325.81,134,14,1,0
2022-04-01,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,18419.65,46,5,0,0
2022-04-01,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,49991.54,124,13,1,0
2022-04-01,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,88302.12,211,22,2,0
2022-04-01,Paid_Search,Bing_Ads,Profound intangible policy,04-01,33572.18,82,9,1,0
2022-04-01,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,13935.88,34,4,0,0
2022-04-01,Paid_Search,Bing_Ads,Automated uniform software,06-01,136554.23,329,34,4,0
2022-04-01,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,70301.55,169,18,2,0
2022-04-01,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,63168.57,149,16,2,0
2022-04-08,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,23494.38,57,6,1,0
2022-04-08,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,64258.38,164,17,2,0
2022-04-08,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,111551.77,279,29,3,0
2022-04-08,Paid_Search,Bing_Ads,Profound intangible policy,04-01,44232.95,108,11,1,0
2022-04-08,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,18747.03,46,5,0,0
2022-04-08,Paid_Search,Bing_Ads,Automated uniform software,06-01,176070.63,433,45,4,0
2022-04-08,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,90471.17,222,23,2,0
2022-04-08,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,82620.72,201,21,2,0
2022-04-15,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,18181.89,45,5,0,0
2022-04-15,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,48862.54,120,13,1,0
2022-04-15,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,86706.38,215,22,2,0
2022-04-15,Paid_Search,Bing_Ads,Profound intangible policy,04-01,34691.76,87,9,1,0
2022-04-15,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,14175.57,36,4,0,0
2022-04-15,Paid_Search,Bing_Ads,Automated uniform software,06-01,132387.36,317,33,3,0
2022-04-15,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,70172.05,188,19,2,0
2022-04-15,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,65271.83,160,17,2,0
2022-04-22,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,13014.37,32,3,0,0
2022-04-22,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,35242.09,81,9,1,0
2022-04-22,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,61343.0,153,16,2,0
2022-04-22,Paid_Search,Bing_Ads,Profound intangible policy,04-01,23850.96,58,6,1,0
2022-04-22,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,9806.34,24,3,0,0
2022-04-22,Paid_Search,Bing_Ads,Automated uniform software,06-01,93717.28,237,25,2,0
2022-04-22,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,49465.18,127,13,1,0
2022-04-22,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,45071.41,110,12,1,0
2022-04-29,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,18372.47,45,5,0,0
2022-04-29,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,49134.89,118,12,1,0
2022-04-29,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,87509.24,214,22,2,0
2022-04-29,Paid_Search,Bing_Ads,Profound intangible policy,04-01,34472.81,84,9,1,0
2022-04-29,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,13938.22,34,4,0,0
2022-04-29,Paid_Search,Bing_Ads,Automated uniform software,06-01,132773.42,324,34,3,0
2022-04-29,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,70405.56,174,18,2,0
2022-04-29,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,64762.59,160,17,2,0
2022-05-06,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,17294.01,45,5,0,0
2022-05-06,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,46982.42,123,13,1,0
2022-05-06,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,82553.11,208,22,2,0
2022-05-06,Paid_Search,Bing_Ads,Profound intangible policy,04-01,31633.1,77,8,1,0
2022-05-06,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,13681.17,34,3,0,0
2022-05-06,Paid_Search,Bing_Ads,Automated uniform software,06-01,128850.07,301,31,3,0
2022-05-06,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,65645.58,166,18,2,0
2022-05-06,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,59704.82,148,15,2,0
2022-05-13,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,13222.82,34,4,0,0
2022-05-13,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,35991.19,85,9,1,0
2022-05-13,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,61716.86,151,16,2,0
2022-05-13,Paid_Search,Bing_Ads,Profound intangible policy,04-01,25057.86,61,6,1,0
2022-05-13,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,10143.32,25,3,0,0
2022-05-13,Paid_Search,Bing_Ads,Automated uniform software,06-01,96806.69,242,26,2,0
2022-05-13,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,51642.94,124,13,1,0
2022-05-13,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,47161.04,117,12,1,0
2022-05-20,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,9252.26,23,2,0,0
2022-05-20,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,25575.31,62,6,1,0
2022-05-20,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,44426.87,111,12,1,0
2022-05-20,Paid_Search,Bing_Ads,Profound intangible policy,04-01,17293.86,41,4,0,0
2022-05-20,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,7334.02,18,2,0,0
2022-05-20,Paid_Search,Bing_Ads,Automated uniform software,06-01,67843.58,165,17,2,0
2022-05-20,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,35368.95,85,9,1,0
2022-05-20,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,32522.67,81,9,1,0
2022-05-27,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-01,13313.76,33,3,0,0
2022-05-27,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-01,36138.74,88,9,1,0
2022-05-27,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-01,64156.28,162,17,2,0
2022-05-27,Paid_Search,Bing_Ads,Profound intangible policy,04-01,24489.96,61,7,1,0
2022-05-27,Paid_Search,Bing_Ads,Centralized modular throughput,05-01,10508.62,26,3,0,0
2022-05-27,Paid_Search,Bing_Ads,Automated uniform software,06-01,98534.26,245,26,3,0
2022-05-27,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-01,50937.17,123,13,1,0
2022-05-27,Paid_Search,Bing_Ads,Networked value-added time-frame,08-01,46444.46,118,13,1,0
2022-06-03,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,27818.17,69,7,1,0
2022-06-03,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,75690.14,189,20,2,0
2022-06-03,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,133182.94,326,35,3,0
2022-06-03,Paid_Search,Bing_Ads,Profound intangible policy,04-02,52115.02,130,13,1,0
2022-06-03,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,21398.42,53,6,1,0
2022-06-03,Paid_Search,Bing_Ads,Automated uniform software,06-02,204269.44,497,52,5,0
2022-06-03,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,105767.39,255,26,3,0
2022-06-03,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,97298.23,243,26,3,0
2022-06-10,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,21818.17,55,6,1,0
2022-06-10,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,57467.8,141,15,2,0
2022-06-10,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,101064.02,257,27,3,0
2022-06-10,Paid_Search,Bing_Ads,Profound intangible policy,04-02,40369.96,99,10,1,0
2022-06-10,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,17113.23,42,4,0,0
2022-06-10,Paid_Search,Bing_Ads,Automated uniform software,06-02,161675.09,396,41,4,0
2022-06-10,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,81632.71,202,21,2,0
2022-06-10,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,74657.63,188,20,2,0
2022-06-17,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,15092.83,36,4,0,0
2022-06-17,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,41020.46,102,11,1,0
2022-06-17,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,70931.27,178,19,2,0
2022-06-17,Paid_Search,Bing_Ads,Profound intangible policy,04-02,28306.1,70,7,1,0
2022-06-17,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,11921.0,30,3,0,0
2022-06-17,Paid_Search,Bing_Ads,Automated uniform software,06-02,110276.35,271,29,3,0
2022-06-17,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,58369.72,148,16,2,0
2022-06-17,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,52873.89,131,14,1,0
2022-06-24,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,22045.27,56,6,1,0
2022-06-24,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,57579.32,139,15,1,0
2022-06-24,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,101710.06,251,27,3,0
2022-06-24,Paid_Search,Bing_Ads,Profound intangible policy,04-02,40547.01,99,10,1,0
2022-06-24,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,16879.19,42,4,0,0
2022-06-24,Paid_Search,Bing_Ads,Automated uniform software,06-02,157379.67,390,41,4,0
2022-06-24,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,84357.88,212,22,2,0
2022-06-24,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,75217.06,191,20,2,0
2022-07-01,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,23740.64,59,6,1,0
2022-07-01,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,64448.4,156,17,2,0
2022-07-01,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,113957.24,293,31,3,0
2022-07-01,Paid_Search,Bing_Ads,Profound intangible policy,04-02,45044.04,110,11,1,0
2022-07-01,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,18406.91,47,5,0,0
2022-07-01,Paid_Search,Bing_Ads,Automated uniform software,06-02,175216.2,435,46,4,0
2022-07-01,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,92791.64,231,24,2,0
2022-07-01,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,84006.53,200,21,2,0
2022-07-08,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,18676.73,44,5,0,0
2022-07-08,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,49982.49,122,13,1,0
2022-07-08,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,86998.84,215,23,2,0
2022-07-08,Paid_Search,Bing_Ads,Profound intangible policy,04-02,34378.58,84,9,1,0
2022-07-08,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,14103.58,36,4,0,0
2022-07-08,Paid_Search,Bing_Ads,Automated uniform software,06-02,133150.7,344,36,3,0
2022-07-08,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,69526.03,174,18,2,0
2022-07-08,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,65058.99,159,17,2,0
2022-07-15,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,12845.9,32,3,0,0
2022-07-15,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,33955.52,81,9,1,0
2022-07-15,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,59483.04,138,14,1,0
2022-07-15,Paid_Search,Bing_Ads,Profound intangible policy,04-02,24321.23,60,6,1,0
2022-07-15,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,10121.65,24,3,0,0
2022-07-15,Paid_Search,Bing_Ads,Automated uniform software,06-02,94828.28,233,24,2,0
2022-07-15,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,48384.02,120,13,1,0
2022-07-15,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,44068.74,106,11,1,0
2022-07-22,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,18287.54,47,5,0,0
2022-07-22,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,50257.26,123,13,1,0
2022-07-22,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,85432.97,207,21,2,0
2022-07-22,Paid_Search,Bing_Ads,Profound intangible policy,04-02,33465.01,83,9,1,0
2022-07-22,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,14436.9,35,4,0,0
2022-07-22,Paid_Search,Bing_Ads,Automated uniform software,06-02,136242.94,325,34,3,0
2022-07-22,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,70083.14,166,17,2,0
2022-07-22,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,63506.89,157,17,2,0
2022-07-29,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,23407.45,56,6,1,0
2022-07-29,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,64293.1,155,16,2,0
2022-07-29,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,111046.21,271,28,3,0
2022-07-29,Paid_Search,Bing_Ads,Profound intangible policy,04-02,43899.1,110,12,1,0
2022-07-29,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,18754.47,46,5,0,0
2022-07-29,Paid_Search,Bing_Ads,Automated uniform software,06-02,177304.04,443,47,5,0
2022-07-29,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,89685.36,223,23,2,0
2022-07-29,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,84809.68,216,23,2,0
2022-08-05,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,13133.91,33,3,0,0
2022-08-05,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,35505.98,87,9,1,0
2022-08-05,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,63074.02,157,17,2,0
2022-08-05,Paid_Search,Bing_Ads,Profound intangible policy,04-02,25054.33,62,7,1,0
2022-08-05,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,10406.37,27,3,0,0
2022-08-05,Paid_Search,Bing_Ads,Automated uniform software,06-02,97241.27,242,25,3,0
2022-08-05,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,50321.82,122,13,1,0
2022-08-05,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,46376.53,112,12,1,0
2022-08-12,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,9177.09,22,2,0,0
2022-08-12,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,25167.51,66,7,1,0
2022-08-12,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,44862.62,109,11,1,0
2022-08-12,Paid_Search,Bing_Ads,Profound intangible policy,04-02,17334.16,43,4,0,0
2022-08-12,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,7354.74,18,2,0,0
2022-08-12,Paid_Search,Bing_Ads,Automated uniform software,06-02,68102.04,160,17,2,0
2022-08-12,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,36298.67,92,10,1,0
2022-08-12,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,32830.79,80,8,1,0
2022-08-19,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,13199.31,33,3,0,0
2022-08-19,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,35664.13,87,9,1,0
2022-08-19,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,62810.28,153,16,2,0
2022-08-19,Paid_Search,Bing_Ads,Profound intangible policy,04-02,25207.58,63,7,1,0
2022-08-19,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,10272.94,25,3,0,0
2022-08-19,Paid_Search,Bing_Ads,Automated uniform software,06-02,96522.44,239,25,2,0
2022-08-19,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,50183.32,130,14,1,0
2022-08-19,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,46785.29,113,12,1,0
2022-08-26,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-02,17311.02,43,5,0,0
2022-08-26,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-02,47082.11,118,12,1,0
2022-08-26,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-02,80547.07,205,21,2,0
2022-08-26,Paid_Search,Bing_Ads,Profound intangible policy,04-02,32813.88,83,9,1,0
2022-08-26,Paid_Search,Bing_Ads,Centralized modular throughput,05-02,13269.2,32,3,0,0
2022-08-26,Paid_Search,Bing_Ads,Automated uniform software,06-02,124811.25,320,33,3,0
2022-08-26,Paid_Search,Bing_Ads,Cross-platform static hierarchy,07-02,65136.65,164,17,2,0
2022-08-26,Paid_Search,Bing_Ads,Networked value-added time-frame,08-02,60885.92,153,16,2,0
2022-09-02,Paid_Search,Bing_Ads,Business-focused zero tolerance architecture,01-03,21423.34,52,5,1,0
2022-09-02,Paid_Search,Bing_Ads,Persistent 24/7 attitude,02-03,58740.11,150,16,2,0
2022-09-02,Paid_Search,Bing_Ads,Integrated dedicated contingency,03-03,101399.33,251,26,3,0
2022-09-02,Paid_Search,Bing_Ads,Profound intangible policy,04-03,39954.78,98,10,1,0
