Date,Channel,Source,Campaign,Ad Set,Spend,Impressions,Clicks,Conversions,Video Views
2022-01-21,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-04,55964.14,140,15,1,149
2022-01-21,Paid_Social,LinkedIn,Networked value-added time-frame,08-04,55387.07,136,14,1,142
2022-01-28,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-04,128281.4,312,33,4,322
2022-01-28,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-04,87421.63,220,23,2,235
2022-01-28,Paid_Social,LinkedIn,Integrated dedicated contingency,03-04,53858.47,133,14,1,138
2022-01-28,Paid_Social,LinkedIn,Profound intangible policy,04-04,5518.6,13,1,0,14
2022-01-28,Paid_Social,LinkedIn,Centralized modular throughput,05-04,38106.58,97,10,1,102
2022-01-28,Paid_Social,LinkedIn,Automated uniform software,06-04,2895.59,7,1,0,8
2022-01-28,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-04,52299.6,129,13,1,135
2022-01-28,Paid_Social,LinkedIn,Networked value-added time-frame,08-04,52065.87,128,13,1,136
2022-02-04,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-04,71627.61,176,18,2,187
2022-02-04,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-04,46535.85,117,12,1,124
2022-02-04,Paid_Social,LinkedIn,Integrated dedicated contingency,03-04,28652.59,68,7,1,72
2022-02-04,Paid_Social,LinkedIn,Profound intangible policy,04-04,2994.1,8,1,0,8
2022-02-04,Paid_Social,LinkedIn,Centralized modular throughput,05-04,20815.11,53,6,1,56
2022-02-04,Paid_Social,LinkedIn,Automated uniform software,06-04,1585.28,4,0,0,4
2022-02-04,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-04,28415.6,71,7,1,74
2022-02-04,Paid_Social,LinkedIn,Networked value-added time-frame,08-04,28088.08,70,7,1,73
2022-02-11,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-04,128688.13,312,33,3,329
2022-02-11,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-04,84698.24,211,22,2,224
2022-02-11,Paid_Social,LinkedIn,Integrated dedicated contingency,03-04,52913.3,129,13,1,135
2022-02-11,Paid_Social,LinkedIn,Profound intangible policy,04-04,5413.94,13,1,0,14
2022-02-11,Paid_Social,LinkedIn,Centralized modular throughput,05-04,37095.81,90,9,1,94
2022-02-11,Paid_Social,LinkedIn,Automated uniform software,06-04,2825.17,7,1,0,7
2022-02-11,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-04,51051.44,129,13,1,135
2022-02-11,Paid_Social,LinkedIn,Networked value-added time-frame,08-04,51370.94,126,13,1,130
2022-02-18,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-04,114619.84,296,31,3,308
2022-02-18,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-04,74202.53,180,19,2,192
2022-02-18,Paid_Social,LinkedIn,Integrated dedicated contingency,03-04,45486.87,109,12,1,116
2022-02-18,Paid_Social,LinkedIn,Profound intangible policy,04-04,4828.45,12,1,0,12
2022-02-18,Paid_Social,LinkedIn,Centralized modular throughput,05-04,32639.65,80,8,1,85
2022-02-18,Paid_Social,LinkedIn,Automated uniform software,06-04,2481.28,6,1,0,6
2022-02-18,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-04,46111.48,112,12,1,116
2022-02-18,Paid_Social,LinkedIn,Networked value-added time-frame,08-04,44866.41,113,12,1,119
2022-02-25,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-04,97263.57,239,25,3,249
2022-02-25,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-04,64679.66,164,17,2,172
2022-02-25,Paid_Social,LinkedIn,Integrated dedicated contingency,03-04,41303.16,102,11,1,107
2022-02-25,Paid_Social,LinkedIn,Profound intangible policy,04-04,4170.76,10,1,0,11
2022-02-25,Paid_Social,LinkedIn,Centralized modular throughput,05-04,29229.84,72,7,1,75
2022-02-25,Paid_Social,LinkedIn,Automated uniform software,06-04,2166.02,5,1,0,6
2022-02-25,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-04,39602.31,97,10,1,101
2022-02-25,Paid_Social,LinkedIn,Networked value-added time-frame,08-04,39736.03,100,11,1,104
2022-03-04,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,231392.45,568,59,6,587
2022-03-04,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,157299.65,400,42,4,415
2022-03-04,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,94971.63,236,25,2,245
2022-03-04,Paid_Social,LinkedIn,Profound intangible policy,04-01,10146.75,26,3,0,27
2022-03-04,Paid_Social,LinkedIn,Centralized modular throughput,05-01,67311.47,174,18,2,183
2022-03-04,Paid_Social,LinkedIn,Automated uniform software,06-01,5222.94,13,1,0,14
2022-03-04,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,94671.81,233,25,2,243
2022-03-04,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,95542.05,240,25,2,254
2022-03-11,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,220070.34,533,55,5,553
2022-03-11,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,141123.91,337,35,3,360
2022-03-11,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,89248.17,220,23,2,231
2022-03-11,Paid_Social,LinkedIn,Profound intangible policy,04-01,9269.25,23,2,0,25
2022-03-11,Paid_Social,LinkedIn,Centralized modular throughput,05-01,63104.81,152,16,2,159
2022-03-11,Paid_Social,LinkedIn,Automated uniform software,06-01,4865.73,12,1,0,12
2022-03-11,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,86717.11,221,23,2,235
2022-03-11,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,86485.25,218,23,2,233
2022-03-18,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,164286.59,407,43,4,429
2022-03-18,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,108751.01,272,29,3,284
2022-03-18,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,69599.88,169,17,2,175
2022-03-18,Paid_Social,LinkedIn,Profound intangible policy,04-01,7135.18,17,2,0,18
2022-03-18,Paid_Social,LinkedIn,Centralized modular throughput,05-01,48999.77,121,13,1,128
2022-03-18,Paid_Social,LinkedIn,Automated uniform software,06-01,3653.44,9,1,0,10
2022-03-18,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,66555.2,162,17,2,172
2022-03-18,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,67529.32,168,18,2,174
2022-03-25,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,214921.57,545,57,5,578
2022-03-25,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,141798.82,352,37,4,375
2022-03-25,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,88441.2,212,22,2,227
2022-03-25,Paid_Social,LinkedIn,Profound intangible policy,04-01,9158.53,23,2,0,24
2022-03-25,Paid_Social,LinkedIn,Centralized modular throughput,05-01,61963.05,158,16,2,166
2022-03-25,Paid_Social,LinkedIn,Automated uniform software,06-01,4698.58,12,1,0,12
2022-03-25,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,86994.32,218,23,2,231
2022-03-25,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,85899.48,217,23,2,230
2022-04-01,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,119231.88,288,31,3,300
2022-04-01,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,78250.78,191,20,2,202
2022-04-01,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,48886.82,121,13,1,128
2022-04-01,Paid_Social,LinkedIn,Profound intangible policy,04-01,4943.35,13,1,0,13
2022-04-01,Paid_Social,LinkedIn,Centralized modular throughput,05-01,34707.02,82,9,1,86
2022-04-01,Paid_Social,LinkedIn,Automated uniform software,06-01,2657.81,7,1,0,7
2022-04-01,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,48016.01,117,12,1,123
2022-04-01,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,46947.56,117,12,1,123
2022-04-08,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,122600.35,294,30,3,307
2022-04-08,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,81900.99,214,23,2,221
2022-04-08,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,50182.93,119,12,1,123
2022-04-08,Paid_Social,LinkedIn,Profound intangible policy,04-01,5207.37,13,1,0,14
2022-04-08,Paid_Social,LinkedIn,Centralized modular throughput,05-01,34879.17,84,9,1,90
2022-04-08,Paid_Social,LinkedIn,Automated uniform software,06-01,2692.62,7,1,0,7
2022-04-08,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,48910.16,122,13,1,128
2022-04-08,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,48204.22,120,13,1,128
2022-04-15,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,159637.17,381,40,4,395
2022-04-15,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,107322.41,265,28,3,278
2022-04-15,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,66996.31,162,17,2,173
2022-04-15,Paid_Social,LinkedIn,Profound intangible policy,04-01,6933.7,17,2,0,18
2022-04-15,Paid_Social,LinkedIn,Centralized modular throughput,05-01,48365.82,122,13,1,128
2022-04-15,Paid_Social,LinkedIn,Automated uniform software,06-01,3608.26,9,1,0,9
2022-04-15,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,66160.66,163,17,2,173
2022-04-15,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,66422.62,170,18,2,177
2022-04-22,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,166918.06,411,43,5,439
2022-04-22,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,110508.07,273,29,3,292
2022-04-22,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,68868.71,165,18,2,173
2022-04-22,Paid_Social,LinkedIn,Profound intangible policy,04-01,7116.89,17,2,0,18
2022-04-22,Paid_Social,LinkedIn,Centralized modular throughput,05-01,48145.94,120,12,1,128
2022-04-22,Paid_Social,LinkedIn,Automated uniform software,06-01,3719.73,9,1,0,9
2022-04-22,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,67441.09,167,17,2,174
2022-04-22,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,65651.77,168,18,2,173
2022-04-29,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,88664.61,219,23,2,230
2022-04-29,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,59167.52,144,15,1,149
2022-04-29,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,36636.5,88,9,1,91
2022-04-29,Paid_Social,LinkedIn,Profound intangible policy,04-01,3737.3,9,1,0,10
2022-04-29,Paid_Social,LinkedIn,Centralized modular throughput,05-01,25839.28,62,6,1,64
2022-04-29,Paid_Social,LinkedIn,Automated uniform software,06-01,2000.56,5,0,0,5
2022-04-29,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,35792.79,89,9,1,93
2022-04-29,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,36642.46,86,9,1,89
2022-05-06,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,104864.36,254,27,3,265
2022-05-06,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,68637.34,165,17,2,176
2022-05-06,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,43452.55,112,12,1,120
2022-05-06,Paid_Social,LinkedIn,Profound intangible policy,04-01,4507.77,11,1,0,11
2022-05-06,Paid_Social,LinkedIn,Centralized modular throughput,05-01,30937.65,77,8,1,80
2022-05-06,Paid_Social,LinkedIn,Automated uniform software,06-01,2306.45,6,1,0,6
2022-05-06,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,43431.87,108,11,1,114
2022-05-06,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,41823.76,103,11,1,110
2022-05-13,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,85059.93,224,23,2,238
2022-05-13,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,57374.51,143,15,2,149
2022-05-13,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,34933.69,90,9,1,94
2022-05-13,Paid_Social,LinkedIn,Profound intangible policy,04-01,3663.0,9,1,0,10
2022-05-13,Paid_Social,LinkedIn,Centralized modular throughput,05-01,24680.27,63,7,1,65
2022-05-13,Paid_Social,LinkedIn,Automated uniform software,06-01,1928.61,5,1,0,5
2022-05-13,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,34710.37,87,9,1,93
2022-05-13,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,33992.24,83,9,1,87
2022-05-20,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,85657.68,212,22,2,219
2022-05-20,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,55691.09,140,15,1,145
2022-05-20,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,35429.06,87,9,1,90
2022-05-20,Paid_Social,LinkedIn,Profound intangible policy,04-01,3698.31,9,1,0,9
2022-05-20,Paid_Social,LinkedIn,Centralized modular throughput,05-01,25349.03,62,6,1,64
2022-05-20,Paid_Social,LinkedIn,Automated uniform software,06-01,1888.26,5,0,0,5
2022-05-20,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,34872.1,88,9,1,92
2022-05-20,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,34673.04,85,9,1,91
2022-05-27,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-01,141577.04,342,35,3,361
2022-05-27,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-01,95595.42,231,24,2,240
2022-05-27,Paid_Social,LinkedIn,Integrated dedicated contingency,03-01,58873.27,146,15,1,155
2022-05-27,Paid_Social,LinkedIn,Profound intangible policy,04-01,6056.75,15,2,0,15
2022-05-27,Paid_Social,LinkedIn,Centralized modular throughput,05-01,41859.3,104,11,1,109
2022-05-27,Paid_Social,LinkedIn,Automated uniform software,06-01,3200.27,8,1,0,8
2022-05-27,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-01,57818.0,151,16,2,160
2022-05-27,Paid_Social,LinkedIn,Networked value-added time-frame,08-01,56974.41,137,14,1,146
2022-06-03,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,219000.82,540,57,6,559
2022-06-03,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,142236.98,353,37,4,367
2022-06-03,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,88760.48,218,23,2,230
2022-06-03,Paid_Social,LinkedIn,Profound intangible policy,04-02,9203.01,23,2,0,24
2022-06-03,Paid_Social,LinkedIn,Centralized modular throughput,05-02,62398.37,149,15,2,154
2022-06-03,Paid_Social,LinkedIn,Automated uniform software,06-02,4797.04,12,1,0,12
2022-06-03,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,85808.67,211,22,2,218
2022-06-03,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,86299.2,223,23,2,236
2022-06-10,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,116950.68,291,31,3,303
2022-06-10,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,78997.12,206,21,2,220
2022-06-10,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,48177.17,118,13,1,126
2022-06-10,Paid_Social,LinkedIn,Profound intangible policy,04-02,5088.53,13,1,0,14
2022-06-10,Paid_Social,LinkedIn,Centralized modular throughput,05-02,33729.1,84,9,1,88
2022-06-10,Paid_Social,LinkedIn,Automated uniform software,06-02,2596.01,6,1,0,6
2022-06-10,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,47885.81,116,12,1,123
2022-06-10,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,48089.06,112,12,1,116
2022-06-17,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,131446.09,338,35,3,361
2022-06-17,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,85473.63,216,23,2,230
2022-06-17,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,54843.95,130,14,1,138
2022-06-17,Paid_Social,LinkedIn,Profound intangible policy,04-02,5672.78,14,1,0,14
2022-06-17,Paid_Social,LinkedIn,Centralized modular throughput,05-02,37916.44,94,10,1,100
2022-06-17,Paid_Social,LinkedIn,Automated uniform software,06-02,2893.2,7,1,0,8
2022-06-17,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,53946.44,128,14,1,135
2022-06-17,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,53224.01,129,14,1,135
2022-06-24,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,129499.55,332,35,3,349
2022-06-24,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,87480.97,210,22,2,224
2022-06-24,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,54593.77,133,14,1,139
2022-06-24,Paid_Social,LinkedIn,Profound intangible policy,04-02,5666.55,14,1,0,15
2022-06-24,Paid_Social,LinkedIn,Centralized modular throughput,05-02,38059.78,95,10,1,101
2022-06-24,Paid_Social,LinkedIn,Automated uniform software,06-02,2874.62,7,1,0,7
2022-06-24,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,53617.34,131,14,1,136
2022-06-24,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,52843.38,130,14,1,137
2022-07-01,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,91200.84,228,24,2,239
2022-07-01,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,60700.31,149,15,2,155
2022-07-01,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,38379.95,95,10,1,100
2022-07-01,Paid_Social,LinkedIn,Profound intangible policy,04-02,3960.28,10,1,0,11
2022-07-01,Paid_Social,LinkedIn,Centralized modular throughput,05-02,26568.13,65,7,1,68
2022-07-01,Paid_Social,LinkedIn,Automated uniform software,06-02,1997.36,5,1,0,5
2022-07-01,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,37895.14,93,10,1,98
2022-07-01,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,36859.5,93,10,1,99
2022-07-08,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,124539.37,320,34,3,337
2022-07-08,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,84119.08,204,22,2,217
2022-07-08,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,51065.42,122,13,1,130
2022-07-08,Paid_Social,LinkedIn,Profound intangible policy,04-02,5464.79,13,1,0,14
2022-07-08,Paid_Social,LinkedIn,Centralized modular throughput,05-02,36111.82,90,9,1,95
2022-07-08,Paid_Social,LinkedIn,Automated uniform software,06-02,2737.21,7,1,0,7
2022-07-08,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,50618.18,124,13,1,131
2022-07-08,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,51664.7,133,14,1,139
2022-07-15,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,121498.32,300,32,3,319
2022-07-15,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,81417.5,208,22,2,221
2022-07-15,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,50740.63,118,13,1,125
2022-07-15,Paid_Social,LinkedIn,Profound intangible policy,04-02,5299.27,13,1,0,14
2022-07-15,Paid_Social,LinkedIn,Centralized modular throughput,05-02,35194.7,88,9,1,92
2022-07-15,Paid_Social,LinkedIn,Automated uniform software,06-02,2740.94,7,1,0,7
2022-07-15,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,50230.96,122,13,1,126
2022-07-15,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,49118.47,121,13,1,125
2022-07-22,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,178438.27,428,45,4,448
2022-07-22,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,116185.02,296,31,3,308
2022-07-22,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,74724.6,191,20,2,199
2022-07-22,Paid_Social,LinkedIn,Profound intangible policy,04-02,7615.75,19,2,0,20
2022-07-22,Paid_Social,LinkedIn,Centralized modular throughput,05-02,51976.32,128,13,1,135
2022-07-22,Paid_Social,LinkedIn,Automated uniform software,06-02,4021.92,10,1,0,11
2022-07-22,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,71338.06,177,19,2,184
2022-07-22,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,70646.52,173,18,2,183
2022-07-29,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,126535.83,306,32,3,319
2022-07-29,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,85604.65,208,22,2,215
2022-07-29,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,51682.84,126,13,1,131
2022-07-29,Paid_Social,LinkedIn,Profound intangible policy,04-02,5476.94,14,1,0,15
2022-07-29,Paid_Social,LinkedIn,Centralized modular throughput,05-02,37723.55,92,10,1,96
2022-07-29,Paid_Social,LinkedIn,Automated uniform software,06-02,2807.9,7,1,0,7
2022-07-29,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,51720.99,136,14,1,142
2022-07-29,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,51537.01,127,13,1,134
2022-08-05,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,105339.33,255,27,3,262
2022-08-05,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,68943.68,171,18,2,180
2022-08-05,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,42646.38,102,11,1,109
2022-08-05,Paid_Social,LinkedIn,Profound intangible policy,04-02,4438.8,11,1,0,12
2022-08-05,Paid_Social,LinkedIn,Centralized modular throughput,05-02,30285.55,75,8,1,78
2022-08-05,Paid_Social,LinkedIn,Automated uniform software,06-02,2369.22,6,1,0,6
2022-08-05,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,43191.1,107,11,1,111
2022-08-05,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,41782.62,104,11,1,109
2022-08-12,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,126572.48,309,33,3,321
2022-08-12,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,83638.3,210,22,2,220
2022-08-12,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,53227.63,130,14,1,135
2022-08-12,Paid_Social,LinkedIn,Profound intangible policy,04-02,5518.54,14,1,0,14
2022-08-12,Paid_Social,LinkedIn,Centralized modular throughput,05-02,37427.22,91,10,1,96
2022-08-12,Paid_Social,LinkedIn,Automated uniform software,06-02,2870.58,7,1,0,7
2022-08-12,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,52137.54,131,14,1,140
2022-08-12,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,51680.28,126,13,1,131
2022-08-19,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,78298.56,190,20,2,199
2022-08-19,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,53008.63,127,13,1,132
2022-08-19,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,32234.3,80,8,1,84
2022-08-19,Paid_Social,LinkedIn,Profound intangible policy,04-02,3313.83,8,1,0,8
2022-08-19,Paid_Social,LinkedIn,Centralized modular throughput,05-02,22712.83,55,6,1,57
2022-08-19,Paid_Social,LinkedIn,Automated uniform software,06-02,1759.14,4,0,0,4
2022-08-19,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,32507.94,81,9,1,86
2022-08-19,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,31696.19,80,8,1,85
2022-08-26,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-02,116664.65,288,30,3,307
2022-08-26,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-02,76892.4,186,19,2,191
2022-08-26,Paid_Social,LinkedIn,Integrated dedicated contingency,03-02,49317.6,125,13,1,131
2022-08-26,Paid_Social,LinkedIn,Profound intangible policy,04-02,4981.13,12,1,0,13
2022-08-26,Paid_Social,LinkedIn,Centralized modular throughput,05-02,34084.44,83,9,1,89
2022-08-26,Paid_Social,LinkedIn,Automated uniform software,06-02,2611.92,6,1,0,7
2022-08-26,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-02,48391.02,117,13,1,123
2022-08-26,Paid_Social,LinkedIn,Networked value-added time-frame,08-02,47631.55,123,13,1,130
2022-09-02,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-03,116488.65,289,31,3,309
2022-09-02,Paid_Social,LinkedIn,Persistent 24/7 attitude,02-03,78350.3,198,21,2,205
2022-09-02,Paid_Social,LinkedIn,Integrated dedicated contingency,03-03,48365.22,111,12,1,117
2022-09-02,Paid_Social,LinkedIn,Profound intangible policy,04-03,4926.88,12,1,0,13
2022-09-02,Paid_Social,LinkedIn,Centralized modular throughput,05-03,33886.92,84,9,1,89
2022-09-02,Paid_Social,LinkedIn,Automated uniform software,06-03,2645.4,6,1,0,7
2022-09-02,Paid_Social,LinkedIn,Cross-platform static hierarchy,07-03,48370.24,118,12,1,123
2022-09-02,Paid_Social,LinkedIn,Networked value-added time-frame,08-03,48193.45,116,12,1,121
2022-09-09,Paid_Social,LinkedIn,Business-focused zero tolerance architecture,01-03,109671.71,275,29,3,291
