Date,Channel,Source,Campaign,Ad Set,Spend,Impressions,Clicks,Conversions,Video Views
2022-03-11,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,88195.31,215,23,2,229
2022-03-11,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2287.6,6,1,0,6
2022-03-11,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,23895.38,60,6,1,63
2022-03-11,Programmatic,StackAdapt,Profound intangible policy,04-01,8174.93,20,2,0,21
2022-03-11,Programmatic,StackAdapt,Centralized modular throughput,05-01,123308.13,312,33,3,322
2022-03-11,Programmatic,StackAdapt,Automated uniform software,06-01,66794.72,167,18,2,176
2022-03-11,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,16157.34,40,4,0,42
2022-03-11,Programmatic,StackAdapt,Networked value-added time-frame,08-01,116394.69,285,30,3,296
2022-03-18,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,87042.0,207,22,2,216
2022-03-18,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2294.79,6,1,0,6
2022-03-18,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,24261.1,59,6,1,62
2022-03-18,Programmatic,StackAdapt,Profound intangible policy,04-01,8049.13,19,2,0,20
2022-03-18,Programmatic,StackAdapt,Centralized modular throughput,05-01,125398.25,318,34,3,334
2022-03-18,Programmatic,StackAdapt,Automated uniform software,06-01,66786.15,159,16,2,164
2022-03-18,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,16171.96,40,4,0,43
2022-03-18,Programmatic,StackAdapt,Networked value-added time-frame,08-01,113640.25,284,30,3,302
2022-03-25,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,85729.71,213,22,2,226
2022-03-25,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2278.84,6,1,0,6
2022-03-25,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,24615.2,60,6,1,64
2022-03-25,Programmatic,StackAdapt,Profound intangible policy,04-01,8100.18,19,2,0,20
2022-03-25,Programmatic,StackAdapt,Centralized modular throughput,05-01,124842.73,301,32,3,317
2022-03-25,Programmatic,StackAdapt,Automated uniform software,06-01,66317.31,167,17,2,177
2022-03-25,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,16335.3,43,4,0,46
2022-03-25,Programmatic,StackAdapt,Networked value-added time-frame,08-01,117114.79,292,31,3,301
2022-04-01,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,109555.03,278,30,3,296
2022-04-01,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2985.59,7,1,0,8
2022-04-01,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,31252.47,78,8,1,83
2022-04-01,Programmatic,StackAdapt,Profound intangible policy,04-01,10210.56,25,3,0,26
2022-04-01,Programmatic,StackAdapt,Centralized modular throughput,05-01,156201.71,394,42,4,407
2022-04-01,Programmatic,StackAdapt,Automated uniform software,06-01,85561.51,210,22,2,222
2022-04-01,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,21051.15,53,6,1,57
2022-04-01,Programmatic,StackAdapt,Networked value-added time-frame,08-01,145841.99,360,38,4,374
2022-04-08,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,112396.55,262,28,3,275
2022-04-08,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2988.48,7,1,0,8
2022-04-08,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,31263.72,77,8,1,82
2022-04-08,Programmatic,StackAdapt,Profound intangible policy,04-01,10176.38,25,3,0,26
2022-04-08,Programmatic,StackAdapt,Centralized modular throughput,05-01,156333.64,400,42,4,417
2022-04-08,Programmatic,StackAdapt,Automated uniform software,06-01,83411.98,210,22,2,222
2022-04-08,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,20578.2,53,5,1,55
2022-04-08,Programmatic,StackAdapt,Networked value-added time-frame,08-01,144727.31,353,38,4,373
2022-04-15,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,112221.49,277,29,3,296
2022-04-15,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2929.89,7,1,0,8
2022-04-15,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,30707.18,76,8,1,79
2022-04-15,Programmatic,StackAdapt,Profound intangible policy,04-01,10390.57,25,3,0,26
2022-04-15,Programmatic,StackAdapt,Centralized modular throughput,05-01,160609.93,396,42,4,413
2022-04-15,Programmatic,StackAdapt,Automated uniform software,06-01,84902.1,213,22,2,223
2022-04-15,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,20564.27,53,6,1,55
2022-04-15,Programmatic,StackAdapt,Networked value-added time-frame,08-01,148913.65,363,38,4,377
2022-04-22,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,74203.53,181,19,2,189
2022-04-22,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,1991.06,5,1,0,5
2022-04-22,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,20400.4,50,5,1,52
2022-04-22,Programmatic,StackAdapt,Profound intangible policy,04-01,6720.35,17,2,0,18
2022-04-22,Programmatic,StackAdapt,Centralized modular throughput,05-01,103954.46,261,27,3,277
2022-04-22,Programmatic,StackAdapt,Automated uniform software,06-01,55415.32,134,14,1,139
2022-04-22,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,13607.68,35,4,0,36
2022-04-22,Programmatic,StackAdapt,Networked value-added time-frame,08-01,96804.28,252,27,3,264
2022-04-29,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,72674.8,174,18,2,180
2022-04-29,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,1937.11,5,0,0,5
2022-04-29,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,20267.61,49,5,0,51
2022-04-29,Programmatic,StackAdapt,Profound intangible policy,04-01,6723.83,17,2,0,17
2022-04-29,Programmatic,StackAdapt,Centralized modular throughput,05-01,106538.81,270,29,3,286
2022-04-29,Programmatic,StackAdapt,Automated uniform software,06-01,55691.48,135,14,1,143
2022-04-29,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,14098.87,34,4,0,36
2022-04-29,Programmatic,StackAdapt,Networked value-added time-frame,08-01,98163.6,235,25,3,246
2022-05-06,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,54086.05,132,14,1,140
2022-05-06,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,1421.57,3,0,0,4
2022-05-06,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,15074.25,38,4,0,40
2022-05-06,Programmatic,StackAdapt,Profound intangible policy,04-01,5017.06,12,1,0,13
2022-05-06,Programmatic,StackAdapt,Centralized modular throughput,05-01,76097.44,190,20,2,197
2022-05-06,Programmatic,StackAdapt,Automated uniform software,06-01,40908.89,105,11,1,110
2022-05-06,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,10077.38,25,3,0,27
2022-05-06,Programmatic,StackAdapt,Networked value-added time-frame,08-01,72519.62,174,18,2,179
2022-05-13,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,79500.89,200,21,2,213
2022-05-13,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2135.81,5,1,0,5
2022-05-13,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,22099.92,53,6,1,55
2022-05-13,Programmatic,StackAdapt,Profound intangible policy,04-01,7597.8,19,2,0,20
2022-05-13,Programmatic,StackAdapt,Centralized modular throughput,05-01,116491.02,290,30,3,301
2022-05-13,Programmatic,StackAdapt,Automated uniform software,06-01,60172.22,153,16,2,160
2022-05-13,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,15017.15,36,4,0,39
2022-05-13,Programmatic,StackAdapt,Networked value-added time-frame,08-01,108175.31,257,27,3,275
2022-05-20,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,81007.79,203,21,2,213
2022-05-20,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2163.59,5,1,0,5
2022-05-20,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,21948.76,55,6,1,57
2022-05-20,Programmatic,StackAdapt,Profound intangible policy,04-01,7465.85,18,2,0,19
2022-05-20,Programmatic,StackAdapt,Centralized modular throughput,05-01,117556.07,292,30,3,311
2022-05-20,Programmatic,StackAdapt,Automated uniform software,06-01,60810.93,150,16,1,158
2022-05-20,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,15343.82,39,4,0,41
2022-05-20,Programmatic,StackAdapt,Networked value-added time-frame,08-01,106585.02,265,28,3,277
2022-05-27,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-01,79071.56,193,20,2,202
2022-05-27,Programmatic,StackAdapt,Persistent 24/7 attitude,02-01,2146.62,5,1,0,5
2022-05-27,Programmatic,StackAdapt,Integrated dedicated contingency,03-01,22106.75,57,6,1,60
2022-05-27,Programmatic,StackAdapt,Profound intangible policy,04-01,7517.1,18,2,0,19
2022-05-27,Programmatic,StackAdapt,Centralized modular throughput,05-01,115276.83,290,30,3,309
2022-05-27,Programmatic,StackAdapt,Automated uniform software,06-01,60603.79,145,15,1,154
2022-05-27,Programmatic,StackAdapt,Cross-platform static hierarchy,07-01,15024.61,36,4,0,38
2022-05-27,Programmatic,StackAdapt,Networked value-added time-frame,08-01,108774.9,273,29,3,292
2022-06-03,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,87329.98,209,22,2,219
2022-06-03,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2359.14,6,1,0,6
2022-06-03,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,24637.09,62,6,1,65
2022-06-03,Programmatic,StackAdapt,Profound intangible policy,04-02,8125.92,20,2,0,21
2022-06-03,Programmatic,StackAdapt,Centralized modular throughput,05-02,124577.65,299,31,3,314
2022-06-03,Programmatic,StackAdapt,Automated uniform software,06-02,67180.69,163,17,2,170
2022-06-03,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,16610.69,40,4,0,42
2022-06-03,Programmatic,StackAdapt,Networked value-added time-frame,08-02,117425.59,280,30,3,291
2022-06-10,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,86306.32,212,23,2,225
2022-06-10,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2352.02,6,1,0,6
2022-06-10,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,23797.64,57,6,1,59
2022-06-10,Programmatic,StackAdapt,Profound intangible policy,04-02,7957.66,19,2,0,20
2022-06-10,Programmatic,StackAdapt,Centralized modular throughput,05-02,123590.81,302,32,3,323
2022-06-10,Programmatic,StackAdapt,Automated uniform software,06-02,67488.55,169,18,2,181
2022-06-10,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,16220.64,40,4,0,43
2022-06-10,Programmatic,StackAdapt,Networked value-added time-frame,08-02,117208.23,278,29,3,288
2022-06-17,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,85706.4,207,22,2,219
2022-06-17,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2332.88,6,1,0,6
2022-06-17,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,23838.82,59,6,1,60
2022-06-17,Programmatic,StackAdapt,Profound intangible policy,04-02,8064.23,19,2,0,20
2022-06-17,Programmatic,StackAdapt,Centralized modular throughput,05-02,123255.78,308,32,3,329
2022-06-17,Programmatic,StackAdapt,Automated uniform software,06-02,65786.61,162,17,2,173
2022-06-17,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,16482.99,41,4,0,43
2022-06-17,Programmatic,StackAdapt,Networked value-added time-frame,08-02,117592.11,295,30,3,308
2022-06-24,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,131491.89,308,33,3,328
2022-06-24,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,3472.43,9,1,0,9
2022-06-24,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,37051.09,93,10,1,99
2022-06-24,Programmatic,StackAdapt,Profound intangible policy,04-02,12031.16,28,3,0,29
2022-06-24,Programmatic,StackAdapt,Centralized modular throughput,05-02,187695.89,445,46,5,475
2022-06-24,Programmatic,StackAdapt,Automated uniform software,06-02,99512.74,242,25,3,256
2022-06-24,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,24888.14,62,6,1,64
2022-06-24,Programmatic,StackAdapt,Networked value-added time-frame,08-02,172178.58,429,45,4,453
2022-07-01,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,112167.07,286,30,3,296
2022-07-01,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2959.76,8,1,0,8
2022-07-01,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,30245.65,76,8,1,79
2022-07-01,Programmatic,StackAdapt,Profound intangible policy,04-02,10253.59,26,3,0,26
2022-07-01,Programmatic,StackAdapt,Centralized modular throughput,05-02,160725.32,398,42,4,425
2022-07-01,Programmatic,StackAdapt,Automated uniform software,06-02,82668.76,212,22,2,224
2022-07-01,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,20501.82,51,5,1,53
2022-07-01,Programmatic,StackAdapt,Networked value-added time-frame,08-02,148332.78,359,38,4,377
2022-07-08,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,111578.59,294,31,3,315
2022-07-08,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2931.72,7,1,0,7
2022-07-08,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,30206.01,74,8,1,77
2022-07-08,Programmatic,StackAdapt,Profound intangible policy,04-02,10388.2,25,3,0,26
2022-07-08,Programmatic,StackAdapt,Centralized modular throughput,05-02,156058.98,375,40,4,392
2022-07-08,Programmatic,StackAdapt,Automated uniform software,06-02,84454.68,210,22,2,224
2022-07-08,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,21004.16,52,5,1,55
2022-07-08,Programmatic,StackAdapt,Networked value-added time-frame,08-02,149538.45,381,40,4,406
2022-07-15,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,74217.76,184,20,2,191
2022-07-15,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,1989.8,5,1,0,5
2022-07-15,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,20295.29,49,5,0,53
2022-07-15,Programmatic,StackAdapt,Profound intangible policy,04-02,6815.82,16,2,0,17
2022-07-15,Programmatic,StackAdapt,Centralized modular throughput,05-02,104900.6,260,28,3,278
2022-07-15,Programmatic,StackAdapt,Automated uniform software,06-02,57175.07,140,15,2,146
2022-07-15,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,14048.16,34,4,0,36
2022-07-15,Programmatic,StackAdapt,Networked value-added time-frame,08-02,97255.91,247,26,3,263
2022-07-22,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,73856.59,185,20,2,196
2022-07-22,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,1950.75,5,1,0,5
2022-07-22,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,20495.29,49,5,1,52
2022-07-22,Programmatic,StackAdapt,Profound intangible policy,04-02,6957.78,18,2,0,19
2022-07-22,Programmatic,StackAdapt,Centralized modular throughput,05-02,105420.78,258,27,3,267
2022-07-22,Programmatic,StackAdapt,Automated uniform software,06-02,56049.06,137,14,1,146
2022-07-22,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,13567.4,34,4,0,35
2022-07-22,Programmatic,StackAdapt,Networked value-added time-frame,08-02,96096.37,259,27,3,271
2022-07-29,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,74278.48,182,19,2,193
2022-07-29,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,1985.65,5,1,0,5
2022-07-29,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,20584.24,50,5,1,52
2022-07-29,Programmatic,StackAdapt,Profound intangible policy,04-02,6959.22,17,2,0,17
2022-07-29,Programmatic,StackAdapt,Centralized modular throughput,05-02,108004.92,265,28,3,283
2022-07-29,Programmatic,StackAdapt,Automated uniform software,06-02,55986.9,136,14,1,145
2022-07-29,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,13628.79,35,4,0,38
2022-07-29,Programmatic,StackAdapt,Networked value-added time-frame,08-02,97521.62,248,26,3,258
2022-08-05,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,80684.69,196,20,2,203
2022-08-05,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2178.17,5,1,0,6
2022-08-05,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,22588.64,57,6,1,59
2022-08-05,Programmatic,StackAdapt,Profound intangible policy,04-02,7566.73,19,2,0,20
2022-08-05,Programmatic,StackAdapt,Centralized modular throughput,05-02,115859.21,283,30,3,297
2022-08-05,Programmatic,StackAdapt,Automated uniform software,06-02,60332.16,152,16,2,161
2022-08-05,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,15268.43,37,4,0,38
2022-08-05,Programmatic,StackAdapt,Networked value-added time-frame,08-02,109001.1,265,28,3,278
2022-08-12,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,79182.57,186,20,2,193
2022-08-12,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2102.1,5,1,0,5
2022-08-12,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,22567.84,56,6,1,58
2022-08-12,Programmatic,StackAdapt,Profound intangible policy,04-02,7596.62,18,2,0,19
2022-08-12,Programmatic,StackAdapt,Centralized modular throughput,05-02,115154.18,269,29,3,280
2022-08-12,Programmatic,StackAdapt,Automated uniform software,06-02,61211.1,147,16,2,156
2022-08-12,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,14937.46,37,4,0,40
2022-08-12,Programmatic,StackAdapt,Networked value-added time-frame,08-02,107622.4,266,28,3,275
2022-08-19,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,79702.38,194,20,2,207
2022-08-19,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,2111.44,5,1,0,5
2022-08-19,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,22512.97,55,6,1,58
2022-08-19,Programmatic,StackAdapt,Profound intangible policy,04-02,7562.41,19,2,0,20
2022-08-19,Programmatic,StackAdapt,Centralized modular throughput,05-02,117289.12,287,30,3,306
2022-08-19,Programmatic,StackAdapt,Automated uniform software,06-02,62174.64,153,16,2,158
2022-08-19,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,15377.61,38,4,0,40
2022-08-19,Programmatic,StackAdapt,Networked value-added time-frame,08-02,108876.69,260,27,3,273
2022-08-26,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-02,54231.71,134,14,1,142
2022-08-26,Programmatic,StackAdapt,Persistent 24/7 attitude,02-02,1398.77,3,0,0,4
2022-08-26,Programmatic,StackAdapt,Integrated dedicated contingency,03-02,14657.85,37,4,0,39
2022-08-26,Programmatic,StackAdapt,Profound intangible policy,04-02,5054.25,13,1,0,13
2022-08-26,Programmatic,StackAdapt,Centralized modular throughput,05-02,77516.52,191,20,2,198
2022-08-26,Programmatic,StackAdapt,Automated uniform software,06-02,41695.74,98,10,1,103
2022-08-26,Programmatic,StackAdapt,Cross-platform static hierarchy,07-02,10199.75,25,3,0,26
2022-08-26,Programmatic,StackAdapt,Networked value-added time-frame,08-02,70256.59,170,18,2,176
2022-09-02,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-03,88183.69,232,24,2,244
2022-09-02,Programmatic,StackAdapt,Persistent 24/7 attitude,02-03,2363.43,6,1,0,6
2022-09-02,Programmatic,StackAdapt,Integrated dedicated contingency,03-03,23830.36,58,6,1,60
2022-09-02,Programmatic,StackAdapt,Profound intangible policy,04-03,8099.99,20,2,0,21
2022-09-02,Programmatic,StackAdapt,Centralized modular throughput,05-03,125920.23,317,33,3,327
2022-09-02,Programmatic,StackAdapt,Automated uniform software,06-03,66067.96,166,17,2,176
2022-09-02,Programmatic,StackAdapt,Cross-platform static hierarchy,07-03,16501.55,41,4,0,43
2022-09-02,Programmatic,StackAdapt,Networked value-added time-frame,08-03,114230.31,293,31,3,309
2022-09-09,Programmatic,StackAdapt,Business-focused zero tolerance architecture,01-03,88023.78,225,24,2,240
2022-09-09,Programmatic,StackAdapt,Persistent 24/7 attitude,02-03,2276.78,6,1,0,6
2022-09-09,Programmatic,StackAdapt,Integrated dedicated contingency,03-03,24032.44,58,6,1,61
2022-09-09,Programmatic,StackAdapt,Profound intangible policy,04-03,8203.11,20,2,0,22
2022-09-09,Programmatic,StackAdapt,Centralized modular throughput,05-03,125149.6,316,33,3,331
2022-09-09,Programmatic,StackAdapt,Automated uniform software,06-03,66369.45,166,18,2,176
2022-09-09,Programmatic,StackAdapt,Cross-platform static hierarchy,07-03,16297.98,42,4,0,44
